age,job,marital,education,default,housing,loan,month,day_of_week,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,subscribe
31,blue-collar,single,high.school,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
40,entrepreneur,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
50,admin.,married,basic.6y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,single,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
55,retired,married,basic.4y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,yes
24,services,single,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
48,technician,divorced,professional.course,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
36,blue-collar,married,high.school,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
53,management,married,university.degree,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,blue-collar,married,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
32,technician,single,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
39,admin.,married,basic.6y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,yes
42,admin.,married,university.degree,no,unknown,unknown,jul,wed,1.4,93.918,-42.7,4.963,no
21,blue-collar,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
40,admin.,divorced,university.degree,no,unknown,unknown,jul,wed,1.4,93.918,-42.7,4.963,no
51,blue-collar,single,basic.4y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,blue-collar,married,unknown,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
59,technician,divorced,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,admin.,single,high.school,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
25,admin.,single,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
49,blue-collar,married,basic.4y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
21,blue-collar,married,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
34,technician,married,professional.course,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
40,blue-collar,married,basic.6y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
34,services,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
37,unemployed,single,basic.9y,unknown,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,yes
32,services,single,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
39,management,married,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,technician,single,university.degree,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
44,management,married,university.degree,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,married,basic.9y,unknown,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
39,services,married,unknown,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,services,single,high.school,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,divorced,basic.9y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
43,admin.,divorced,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
37,unemployed,married,professional.course,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
27,blue-collar,single,basic.9y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
48,services,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,services,single,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
48,services,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,services,single,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
44,technician,married,professional.course,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
25,blue-collar,single,basic.4y,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
24,blue-collar,single,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,housemaid,single,high.school,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
38,technician,married,unknown,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
46,services,married,high.school,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,married,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
37,admin.,divorced,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
48,unknown,married,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
28,admin.,single,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,blue-collar,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
40,blue-collar,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
33,blue-collar,married,basic.4y,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
32,blue-collar,divorced,basic.6y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
46,services,married,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
28,management,single,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,married,basic.4y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,married,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,admin.,single,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
57,admin.,married,basic.9y,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
36,entrepreneur,married,university.degree,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
30,blue-collar,single,basic.6y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,technician,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
42,admin.,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,housemaid,single,high.school,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
39,services,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,blue-collar,single,basic.9y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
39,services,married,unknown,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
57,admin.,single,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,services,single,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
21,blue-collar,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,blue-collar,single,basic.6y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
44,admin.,married,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,management,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,services,married,high.school,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
32,technician,single,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
38,blue-collar,married,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
25,blue-collar,single,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
32,technician,married,professional.course,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
40,entrepreneur,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
22,blue-collar,single,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,admin.,divorced,unknown,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
51,blue-collar,single,basic.4y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
47,self-employed,single,unknown,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,blue-collar,married,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,services,single,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,services,single,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,blue-collar,married,basic.9y,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
44,admin.,married,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
25,blue-collar,single,basic.9y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
55,unemployed,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,blue-collar,married,basic.6y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
33,management,married,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
39,blue-collar,single,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,admin.,married,unknown,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
28,admin.,married,university.degree,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,yes
53,services,married,high.school,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
28,services,single,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,management,married,university.degree,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
26,student,single,high.school,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
30,admin.,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
25,technician,single,university.degree,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
36,entrepreneur,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
37,entrepreneur,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
50,admin.,single,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
28,admin.,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,services,divorced,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
58,retired,married,basic.4y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,admin.,married,unknown,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
53,entrepreneur,divorced,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
28,admin.,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,yes
49,unemployed,married,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
59,retired,married,university.degree,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
33,blue-collar,married,basic.4y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
39,services,married,unknown,unknown,unknown,unknown,jul,wed,1.4,93.918,-42.7,4.963,no
28,admin.,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
56,retired,married,professional.course,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,admin.,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
34,technician,married,professional.course,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
27,management,single,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
37,admin.,single,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
49,self-employed,divorced,university.degree,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
30,management,married,university.degree,no,unknown,unknown,jul,wed,1.4,93.918,-42.7,4.963,no
40,admin.,divorced,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
52,admin.,divorced,university.degree,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
44,technician,married,professional.course,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,blue-collar,married,basic.9y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
50,housemaid,married,unknown,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
38,management,single,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,married,basic.4y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,management,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
27,services,single,high.school,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
25,blue-collar,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,blue-collar,married,basic.6y,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,yes
27,blue-collar,single,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,self-employed,single,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
49,self-employed,divorced,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
25,blue-collar,single,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,technician,single,professional.course,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,admin.,single,university.degree,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
49,unknown,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
34,blue-collar,married,high.school,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
37,technician,single,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,blue-collar,married,unknown,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,admin.,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
39,blue-collar,married,basic.6y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
32,technician,married,professional.course,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
53,entrepreneur,divorced,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,services,single,high.school,no,unknown,unknown,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,married,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
51,blue-collar,married,basic.4y,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
34,blue-collar,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,admin.,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,self-employed,married,professional.course,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
25,blue-collar,single,basic.9y,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
53,blue-collar,married,basic.4y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
59,retired,divorced,unknown,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
34,admin.,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
47,technician,married,professional.course,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
27,services,single,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,services,single,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,admin.,divorced,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,yes
28,blue-collar,single,basic.4y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
44,admin.,married,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
42,admin.,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
40,admin.,divorced,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
39,admin.,married,basic.6y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,single,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,services,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,technician,married,high.school,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
48,services,married,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
34,technician,single,professional.course,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
25,services,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,technician,single,university.degree,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
39,services,married,high.school,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,technician,single,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,management,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,yes
31,technician,single,professional.course,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
33,entrepreneur,married,basic.9y,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
55,unknown,married,unknown,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,technician,single,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
33,blue-collar,married,basic.9y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
58,retired,married,basic.4y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
23,admin.,single,professional.course,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
57,technician,married,basic.4y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,blue-collar,married,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
27,services,single,university.degree,no,unknown,unknown,jul,wed,1.4,93.918,-42.7,4.963,no
43,management,married,unknown,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
50,self-employed,divorced,university.degree,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
39,blue-collar,single,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
40,entrepreneur,married,basic.4y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
32,services,single,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,admin.,single,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
48,technician,divorced,professional.course,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
23,admin.,single,professional.course,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,yes
39,blue-collar,married,unknown,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
56,management,divorced,high.school,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
32,services,single,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,blue-collar,married,basic.6y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,admin.,single,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,yes
30,management,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
32,technician,single,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
53,admin.,married,university.degree,unknown,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
37,blue-collar,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
35,entrepreneur,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
38,technician,single,professional.course,no,unknown,unknown,jul,wed,1.4,93.918,-42.7,4.963,no
33,admin.,single,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
21,blue-collar,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,yes
36,blue-collar,married,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
53,services,married,professional.course,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,technician,single,university.degree,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
29,technician,single,university.degree,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
46,admin.,divorced,high.school,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
23,admin.,single,professional.course,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
38,blue-collar,married,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
34,blue-collar,single,basic.4y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
42,technician,single,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,management,married,university.degree,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
38,blue-collar,married,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
25,blue-collar,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,technician,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
53,blue-collar,married,basic.6y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
42,unknown,married,university.degree,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
23,admin.,single,professional.course,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
42,self-employed,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
56,blue-collar,married,basic.9y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
42,self-employed,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
49,self-employed,divorced,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,yes
51,admin.,married,basic.9y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,yes
30,technician,divorced,professional.course,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,technician,divorced,professional.course,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,yes
28,admin.,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
33,technician,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,admin.,single,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
54,housemaid,unknown,basic.4y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
55,management,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
25,services,single,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
35,admin.,married,professional.course,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,admin.,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,entrepreneur,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,yes
28,admin.,single,high.school,no,no,yes,jul,wed,1.4,93.918,-42.7,4.963,no
32,services,divorced,basic.9y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
28,admin.,single,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
34,services,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
57,blue-collar,married,basic.6y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
50,management,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
38,blue-collar,married,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
56,retired,married,professional.course,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
38,blue-collar,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
22,admin.,single,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
39,technician,married,professional.course,no,unknown,unknown,jul,wed,1.4,93.918,-42.7,4.963,no
44,services,married,unknown,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
30,blue-collar,married,basic.6y,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
26,blue-collar,married,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
49,admin.,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
39,services,married,unknown,unknown,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,yes
35,services,married,basic.9y,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
27,blue-collar,single,basic.9y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,yes
48,technician,divorced,professional.course,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
37,admin.,married,high.school,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
59,services,married,high.school,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
32,blue-collar,married,basic.6y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
24,services,single,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
28,admin.,married,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
32,blue-collar,married,basic.6y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
35,management,single,unknown,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
39,housemaid,single,basic.4y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
23,services,single,high.school,no,unknown,unknown,jul,wed,1.4,93.918,-42.7,4.963,no
52,housemaid,married,high.school,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
38,entrepreneur,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
30,admin.,divorced,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
60,blue-collar,married,basic.4y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
44,blue-collar,divorced,basic.9y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
50,admin.,married,university.degree,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,services,single,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,married,basic.9y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
47,self-employed,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,yes
43,admin.,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
60,self-employed,married,university.degree,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,yes
27,technician,married,professional.course,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
50,admin.,single,university.degree,no,unknown,unknown,jul,wed,1.4,93.918,-42.7,4.963,no
26,blue-collar,single,basic.4y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
40,entrepreneur,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
36,services,divorced,high.school,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,yes
48,services,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,married,basic.4y,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
34,management,married,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
31,blue-collar,married,basic.4y,unknown,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
40,admin.,divorced,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
27,blue-collar,single,basic.9y,unknown,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
26,blue-collar,single,professional.course,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
32,technician,married,professional.course,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
58,technician,married,unknown,unknown,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
41,blue-collar,married,basic.6y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,self-employed,married,professional.course,unknown,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,yes
24,admin.,married,university.degree,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
48,technician,divorced,professional.course,no,yes,yes,jul,wed,1.4,93.918,-42.7,4.963,no
27,admin.,married,high.school,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
26,blue-collar,married,basic.6y,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
32,services,married,basic.9y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
40,admin.,divorced,university.degree,no,no,no,jul,wed,1.4,93.918,-42.7,4.963,no
29,services,single,basic.6y,no,yes,no,jul,wed,1.4,93.918,-42.7,4.963,no
